"session_id","question","response"
"8791bf72-de17-11ef-af32-0242ac120003",question1,Resource Operations Coordinator
"8791bf72-de17-11ef-af32-0242ac120003",question2,"Prior Experience, Education, References, Soft Skills"
"8791bf72-de17-11ef-af32-0242ac120003",question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate‘s „References“ have received the maximal score of 10."
"9438128a-de17-11ef-af32-0242ac120003",question1,Resource Operations Coordinator
"9438128a-de17-11ef-af32-0242ac120003",question2,"Soft Skills, References, Education, Prior Experience"
"9438128a-de17-11ef-af32-0242ac120003",question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate‘s „References“ have received the maximal score of 10."
"97f88d8c-de17-11ef-9101-0242ac120003",question1,Resource Operations Coordinator
"97f88d8c-de17-11ef-9101-0242ac120003",question2,"Prior Experience, Education, References, Soft Skills"
"97f88d8c-de17-11ef-9101-0242ac120003",question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate‘s „References“ have received the maximal score of 10."
a2c573ba-de17-11ef-af32-0242ac120003,question1,Resource Operations Coordinator
a2c573ba-de17-11ef-af32-0242ac120003,question2,"Prior Experience, Education, References, Soft Skills"
a2c573ba-de17-11ef-af32-0242ac120003,question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate‘s „References“ have received the maximal score of 10."
a3761de6-de17-11ef-af32-0242ac120003,question1,Resource Operations Coordinator
a3761de6-de17-11ef-af32-0242ac120003,question2,"Soft Skills, References, Education, Prior Experience"
a3761de6-de17-11ef-af32-0242ac120003,question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate‘s „References“ have received the maximal score of 10."
a503a412-de17-11ef-b02c-0242ac120003,question1,Resource Operations Coordinator
a503a412-de17-11ef-b02c-0242ac120003,question2,"Prior Experience, Education, References, Soft Skills"
a503a412-de17-11ef-b02c-0242ac120003,question3,The candidate‘s „References“ have received the maximal score of 10.
a5360bd2-de17-11ef-af32-0242ac120003,question1,Resource Operations Coordinator
a5360bd2-de17-11ef-af32-0242ac120003,question2,"Prior Experience, Education, References, Soft Skills"
a5360bd2-de17-11ef-af32-0242ac120003,question3,The candidate has had 4 years of experience in the position.
a5360bd2-de17-11ef-af32-0242ac120003,question1,Resource Operations Coordinator
a5360bd2-de17-11ef-af32-0242ac120003,question2,"Prior Experience, Education, References, Soft Skills"
a5360bd2-de17-11ef-af32-0242ac120003,question3,The candidate has had 4 years of experience in the position.
b1231084-de17-11ef-b02c-0242ac120003,question1,Resource Operations Coordinator
b1231084-de17-11ef-b02c-0242ac120003,question2,"Prior Experience, Education, References, Soft Skills"
b1231084-de17-11ef-b02c-0242ac120003,question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate‘s „References“ have received the maximal score of 10."
f2148bae-de17-11ef-9db1-0242ac120003,question1,Resource Operations Coordinator
f2148bae-de17-11ef-9db1-0242ac120003,question2,"Prior Experience, Education, References, Soft Skills"
f2148bae-de17-11ef-9db1-0242ac120003,question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate‘s „References“ have received the maximal score of 10."
"657a6e7e-de18-11ef-a8d9-0242ac120003",question1,Resource Operations Coordinator
"657a6e7e-de18-11ef-a8d9-0242ac120003",question2,"Prior Experience, Education, References, Soft Skills"
"657a6e7e-de18-11ef-a8d9-0242ac120003",question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate has had 4 years of experience in the position., The candidate has received 10 reference letters from previous companies."
"4a8891ca-de1a-11ef-a8d9-0242ac120003",question1,Resource Alignment Coordinator
"4a8891ca-de1a-11ef-a8d9-0242ac120003",question2,"Prior Experience, Education, References, Soft Skills"
"4a8891ca-de1a-11ef-a8d9-0242ac120003",question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate has received 10 reference letters from previous companies., The candidate‘s „References“ have received the maximal score of 10."
"4a8891ca-de1a-11ef-a8d9-0242ac120003",question1,Resource Operations Coordinator
"4a8891ca-de1a-11ef-a8d9-0242ac120003",question2,"Prior Experience, Education, References, Soft Skills"
"4a8891ca-de1a-11ef-a8d9-0242ac120003",question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate‘s „References“ have received the maximal score of 10."
"9f20d422-de1a-11ef-af32-0242ac120003",question1,Resource Operations Coordinator
"9f20d422-de1a-11ef-af32-0242ac120003",question2,"Prior Experience, Education, References, Soft Skills"
"9f20d422-de1a-11ef-af32-0242ac120003",question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate‘s „References“ have received the maximal score of 10."
"8a75d7d2-de1c-11ef-9077-0242ac120003",question1,Resource Operations Coordinator
"8a75d7d2-de1c-11ef-9077-0242ac120003",question2,"Prior Experience, Education, References, Soft Skills"
"8a75d7d2-de1c-11ef-9077-0242ac120003",question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate‘s „References“ have received the maximal score of 10."
eeadf1b2-de1c-11ef-8bc0-0242ac120003,question1,Resource Operations Coordinator
eeadf1b2-de1c-11ef-8bc0-0242ac120003,question2,"Prior Experience, Education, References, Soft Skills"
eeadf1b2-de1c-11ef-8bc0-0242ac120003,question3,"The candidate has had 4 years of experience in the position., The candidate‘s „References“ have received the maximal score of 10."
ca3ee952-de1d-11ef-82d1-0242ac120003,question1,Resource Operations Coordinator
ca3ee952-de1d-11ef-82d1-0242ac120003,question2,"Education, Prior Experience, References, Technical Skills, Soft Skills"
ca3ee952-de1d-11ef-82d1-0242ac120003,question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate has had 4 years of experience in the position., The candidate has received 10 reference letters from previous companies."
ca3ee952-de1d-11ef-82d1-0242ac120003,question1,Resource Operations Coordinator
ca3ee952-de1d-11ef-82d1-0242ac120003,question2,"Prior Experience, Education, References, Soft Skills"
ca3ee952-de1d-11ef-82d1-0242ac120003,question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate has had 4 years of experience in the position., The candidate has received 10 reference letters from previous companies., The candidate‘s „References“ have received the maximal score of 10."
ec07d6f2-de1d-11ef-8bc0-0242ac120003,question1,Resource Operations Coordinator
ec07d6f2-de1d-11ef-8bc0-0242ac120003,question2,"Prior Experience, Education, References, Soft Skills"
ec07d6f2-de1d-11ef-8bc0-0242ac120003,question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate‘s „References“ have received the maximal score of 10."
"49649c54-de1e-11ef-aae8-0242ac120003",question1,Resource Operations Coordinator
"49649c54-de1e-11ef-aae8-0242ac120003",question2,Technical Skills
"49649c54-de1e-11ef-aae8-0242ac120003",question3,The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“.
"49649c54-de1e-11ef-aae8-0242ac120003",question1,Resource Operations Coordinator
"49649c54-de1e-11ef-aae8-0242ac120003",question2,"Prior Experience, Education, References, Soft Skills"
"49649c54-de1e-11ef-aae8-0242ac120003",question3,"The candidate has had 4 years of experience in the position., The candidate‘s „References“ have received the maximal score of 10."
"5ad085ca-de1e-11ef-aae8-0242ac120003",question1,Resource Operations Coordinator
"5ad085ca-de1e-11ef-aae8-0242ac120003",question2,"Prior Experience, Education, References, Soft Skills"
"5ad085ca-de1e-11ef-aae8-0242ac120003",question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate has had 4 years of experience in the position., The candidate‘s „References“ have received the maximal score of 10."
"60b47118-de1e-11ef-a8d9-0242ac120003",question1,Resource Operations Coordinator
"60b47118-de1e-11ef-a8d9-0242ac120003",question2,"Prior Experience, Education, References, Soft Skills"
"60b47118-de1e-11ef-a8d9-0242ac120003",question3,"The candidate has received 10 reference letters from previous companies., The candidate has had 4 years of experience in the position., The candidate‘s „References“ have received the maximal score of 10., The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“."
f8ab83bc-de1e-11ef-b02c-0242ac120003,question1,Resource Operations Coordinator
f8ab83bc-de1e-11ef-b02c-0242ac120003,question2,"Education, References, Soft Skills, Prior Experience"
f8ab83bc-de1e-11ef-b02c-0242ac120003,question3,The candidate‘s „References“ have received the maximal score of 10.
b157009e-de1f-11ef-8bc0-0242ac120003,question1,Resource Operations Coordinator
b157009e-de1f-11ef-8bc0-0242ac120003,question2,"Prior Experience, Education, References, Technical Skills"
b157009e-de1f-11ef-8bc0-0242ac120003,question3,The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“.
b157009e-de1f-11ef-8bc0-0242ac120003,question1,Resource Operations Coordinator
b157009e-de1f-11ef-8bc0-0242ac120003,question2,"Soft Skills, References, Education, Prior Experience"
b157009e-de1f-11ef-8bc0-0242ac120003,question3,"The candidate has had 4 years of experience in the position., The candidate‘s „References“ have received the maximal score of 10."
"490e02b4-de22-11ef-9101-0242ac120003",question1,Resource Operations Coordinator
"490e02b4-de22-11ef-9101-0242ac120003",question2,"Education, References, Soft Skills, Prior Experience"
"490e02b4-de22-11ef-9101-0242ac120003",question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate‘s „References“ have received the maximal score of 10."
"5671265c-de22-11ef-9101-0242ac120003",question1,Resource Alignment Coordinator
"5671265c-de22-11ef-9101-0242ac120003",question2,"Prior Experience, Soft Skills, Education, References"
"5671265c-de22-11ef-9101-0242ac120003",question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate‘s „References“ have received the maximal score of 10."
"959dd00a-de22-11ef-a609-0242ac120003",question1,Resource Alignment Coordinator
"959dd00a-de22-11ef-a609-0242ac120003",question2,"Education, References, Soft Skills, Prior Experience"
"959dd00a-de22-11ef-a609-0242ac120003",question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate‘s „References“ have received the maximal score of 10."
a6c060aa-de22-11ef-8bc0-0242ac120003,question1,Resource Operations Coordinator
a6c060aa-de22-11ef-8bc0-0242ac120003,question2,"Prior Experience, Education, References, Soft Skills"
a6c060aa-de22-11ef-8bc0-0242ac120003,question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate has had 4 years of experience in the position., The candidate has received 10 reference letters from previous companies., The candidate‘s „References“ have received the maximal score of 10."
a95f2864-de22-11ef-82d1-0242ac120003,question1,Resource Operations Coordinator
a95f2864-de22-11ef-82d1-0242ac120003,question2,"Prior Experience, Education, References, Soft Skills"
a95f2864-de22-11ef-82d1-0242ac120003,question3,"The candidate has had 4 years of experience in the position., The candidate‘s „References“ have received the maximal score of 10., The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“."
b9fad9e8-de22-11ef-82d1-0242ac120003,question1,Resource Operations Coordinator
b9fad9e8-de22-11ef-82d1-0242ac120003,question2,"Prior Experience, Education, References, Soft Skills"
b9fad9e8-de22-11ef-82d1-0242ac120003,question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate has had 4 years of experience in the position., The candidate‘s „References“ have received the maximal score of 10."
"765b032e-de23-11ef-af32-0242ac120003",question1,Resource Operations Coordinator
"765b032e-de23-11ef-af32-0242ac120003",question2,"Prior Experience, Education, References, Soft Skills"
"765b032e-de23-11ef-af32-0242ac120003",question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate‘s „References“ have received the maximal score of 10."
e0ff19b2-de24-11ef-8bc0-0242ac120003,question1,Resource Operations Coordinator
e0ff19b2-de24-11ef-8bc0-0242ac120003,question2,"Soft Skills, References, Education, Prior Experience"
e0ff19b2-de24-11ef-8bc0-0242ac120003,question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate‘s „References“ have received the maximal score of 10."
"312c9220-de25-11ef-af32-0242ac120003",question1,Resource Operations Coordinator
"312c9220-de25-11ef-af32-0242ac120003",question2,Prior Experience
"312c9220-de25-11ef-af32-0242ac120003",question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate has had 4 years of experience in the position., The candidate has received 10 reference letters from previous companies., The candidate‘s „References“ have received the maximal score of 10."
"312c9220-de25-11ef-af32-0242ac120003",question1,Resource Operations Coordinator
"312c9220-de25-11ef-af32-0242ac120003",question2,Technical Skills
"312c9220-de25-11ef-af32-0242ac120003",question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate has had 4 years of experience in the position., The candidate has received 10 reference letters from previous companies., The candidate‘s „References“ have received the maximal score of 10."
"5dda7a4c-de27-11ef-8bc0-0242ac120003",question1,Resource Operations Coordinator
"5dda7a4c-de27-11ef-8bc0-0242ac120003",question2,"Education, References, Soft Skills, Prior Experience"
"5dda7a4c-de27-11ef-8bc0-0242ac120003",question3,"The candidate‘s „References“ have received the maximal score of 10., The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“."
"6263251e-de27-11ef-a87b-0242ac120003",question1,Resource Operations Coordinator
"6263251e-de27-11ef-a87b-0242ac120003",question2,"Soft Skills, References, Education, Prior Experience"
"6263251e-de27-11ef-a87b-0242ac120003",question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate‘s „References“ have received the maximal score of 10."
a44a7b3a-de27-11ef-af32-0242ac120003,question1,Resource Operations Coordinator
a44a7b3a-de27-11ef-af32-0242ac120003,question2,"Prior Experience, Education, References, Soft Skills"
a44a7b3a-de27-11ef-af32-0242ac120003,question3,The candidate‘s „References“ have received the maximal score of 10.
cb67e1ca-de28-11ef-b02c-0242ac120003,question1,Resource Operations Coordinator
cb67e1ca-de28-11ef-b02c-0242ac120003,question2,"Prior Experience, Education, References, Soft Skills"
cb67e1ca-de28-11ef-b02c-0242ac120003,question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate‘s „References“ have received the maximal score of 10."
f527ffea-de28-11ef-a609-0242ac120003,question1,Resource Operations Coordinator
f527ffea-de28-11ef-a609-0242ac120003,question2,"Soft Skills, References, Education, Prior Experience"
f527ffea-de28-11ef-a609-0242ac120003,question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate‘s „References“ have received the maximal score of 10."
"1a297a26-de29-11ef-9db1-0242ac120003",question1,Resource Operations Coordinator
"1a297a26-de29-11ef-9db1-0242ac120003",question2,"Prior Experience, Education, References, Soft Skills"
"1a297a26-de29-11ef-9db1-0242ac120003",question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate‘s „References“ have received the maximal score of 10."
adad627a-de2a-11ef-af32-0242ac120003,question1,Resource Operations Coordinator
adad627a-de2a-11ef-af32-0242ac120003,question2,"Prior Experience, Education, References, Soft Skills"
adad627a-de2a-11ef-af32-0242ac120003,question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate‘s „References“ have received the maximal score of 10."
"14580eb2-de2b-11ef-8bc0-0242ac120003",question1,Resource Operations Coordinator
"14580eb2-de2b-11ef-8bc0-0242ac120003",question2,"Soft Skills, References, Education, Prior Experience"
"14580eb2-de2b-11ef-8bc0-0242ac120003",question3,"The candidate has received 10 reference letters from previous companies., The candidate has had 4 years of experience in the position., The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“."
"2af4813c-de2b-11ef-a609-0242ac120003",question1,Resource Operations Coordinator
"2af4813c-de2b-11ef-a609-0242ac120003",question2,"Education, References, Soft Skills, Prior Experience"
"2af4813c-de2b-11ef-a609-0242ac120003",question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate‘s „References“ have received the maximal score of 10."
"629200e2-de2b-11ef-9101-0242ac120003",question1,Resource Operations Coordinator
"629200e2-de2b-11ef-9101-0242ac120003",question2,"Prior Experience, Education, References, Soft Skills"
"629200e2-de2b-11ef-9101-0242ac120003",question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate‘s „References“ have received the maximal score of 10."
"32be0a6c-de2d-11ef-af32-0242ac120003",question1,Resource Operations Coordinator
"32be0a6c-de2d-11ef-af32-0242ac120003",question2,"Prior Experience, Education, References, Soft Skills"
"32be0a6c-de2d-11ef-af32-0242ac120003",question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate‘s „References“ have received the maximal score of 10."
"442de880-de2d-11ef-af32-0242ac120003",question1,Resource Operations Coordinator
"442de880-de2d-11ef-af32-0242ac120003",question2,"Education, References, Soft Skills, Prior Experience"
"442de880-de2d-11ef-af32-0242ac120003",question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate‘s „References“ have received the maximal score of 10."
c81eb1e2-de2d-11ef-9077-0242ac120003,question1,Resource Operations Coordinator
c81eb1e2-de2d-11ef-9077-0242ac120003,question2,"Education, References, Soft Skills, Prior Experience"
c81eb1e2-de2d-11ef-9077-0242ac120003,question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate‘s „References“ have received the maximal score of 10."
"001b3308-de2f-11ef-a87b-0242ac120003",question1,Resource Operations Coordinator
"001b3308-de2f-11ef-a87b-0242ac120003",question2,"Prior Experience, Education, References, Soft Skills"
"001b3308-de2f-11ef-a87b-0242ac120003",question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate‘s „References“ have received the maximal score of 10."
"762d4a68-de2f-11ef-a8d9-0242ac120003",question1,Resource Operations Coordinator
"762d4a68-de2f-11ef-a8d9-0242ac120003",question2,"Prior Experience, Education, References, Soft Skills"
"762d4a68-de2f-11ef-a8d9-0242ac120003",question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate‘s „References“ have received the maximal score of 10."
e8d93414-de2f-11ef-82d1-0242ac120003,question1,Resource Operations Coordinator
e8d93414-de2f-11ef-82d1-0242ac120003,question2,"Prior Experience, References, Soft Skills, Education"
e8d93414-de2f-11ef-82d1-0242ac120003,question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate‘s „References“ have received the maximal score of 10."
"45505f24-de30-11ef-8b3e-0242ac120003",question1,Resource Operations Coordinator
"45505f24-de30-11ef-8b3e-0242ac120003",question2,"Prior Experience, Education, References, Soft Skills"
"45505f24-de30-11ef-8b3e-0242ac120003",question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate‘s „References“ have received the maximal score of 10."
"19c6a16e-de31-11ef-b02c-0242ac120003",question1,Resource Operations Coordinator
"19c6a16e-de31-11ef-b02c-0242ac120003",question2,"Prior Experience, Education, References, Soft Skills"
"19c6a16e-de31-11ef-b02c-0242ac120003",question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate‘s „References“ have received the maximal score of 10."
"19c6a16e-de31-11ef-b02c-0242ac120003",question1,Resource Operations Coordinator
"19c6a16e-de31-11ef-b02c-0242ac120003",question2,"Prior Experience, Education, References, Soft Skills"
"19c6a16e-de31-11ef-b02c-0242ac120003",question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate‘s „References“ have received the maximal score of 10."
"6668deba-de31-11ef-a609-0242ac120003",question1,Resource Operations Coordinator
"6668deba-de31-11ef-a609-0242ac120003",question2,"Soft Skills, References, Education, Prior Experience"
"6668deba-de31-11ef-a609-0242ac120003",question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate has had 4 years of experience in the position., The candidate‘s „References“ have received the maximal score of 10."
"66db4c5c-de31-11ef-8bc0-0242ac120003",question1,Resource Operations Coordinator
"66db4c5c-de31-11ef-8bc0-0242ac120003",question2,"Prior Experience, Education, References, Soft Skills"
"66db4c5c-de31-11ef-8bc0-0242ac120003",question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate has had 4 years of experience in the position., The candidate has received 10 reference letters from previous companies., The candidate‘s „References“ have received the maximal score of 10."
f35155be-de31-11ef-8bc0-0242ac120003,question1,Resource Operations Coordinator
f35155be-de31-11ef-8bc0-0242ac120003,question2,"Prior Experience, Education, References, Soft Skills"
f35155be-de31-11ef-8bc0-0242ac120003,question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate has had 4 years of experience in the position., The candidate‘s „References“ have received the maximal score of 10."
"4851a244-de32-11ef-af32-0242ac120003",question1,Resource Operations Coordinator
"4851a244-de32-11ef-af32-0242ac120003",question2,"Education, References, Soft Skills, Prior Experience"
"4851a244-de32-11ef-af32-0242ac120003",question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate has had 4 years of experience in the position., The candidate‘s „References“ have received the maximal score of 10."
"513ed73c-de32-11ef-b02c-0242ac120003",question1,Resource Operations Coordinator
"513ed73c-de32-11ef-b02c-0242ac120003",question2,"Prior Experience, Education, Technical Skills, Soft Skills"
"513ed73c-de32-11ef-b02c-0242ac120003",question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate has had 4 years of experience in the position., The candidate‘s „References“ have received the maximal score of 10."
"513ed73c-de32-11ef-b02c-0242ac120003",question1,Resource Operations Coordinator
"513ed73c-de32-11ef-b02c-0242ac120003",question2,"Prior Experience, Education, References, Soft Skills"
"513ed73c-de32-11ef-b02c-0242ac120003",question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate‘s „References“ have received the maximal score of 10."
eb5ad94c-de32-11ef-a609-0242ac120003,question1,Resource Operations Coordinator
eb5ad94c-de32-11ef-a609-0242ac120003,question2,"Education, References, Technical Skills, Prior Experience"
eb5ad94c-de32-11ef-a609-0242ac120003,question3,"The candidate has had 4 years of experience in the position., The candidate‘s „References“ have received the maximal score of 10."
eb5ad94c-de32-11ef-a609-0242ac120003,question1,Resource Operations Coordinator
eb5ad94c-de32-11ef-a609-0242ac120003,question2,"Education, References, Technical Skills, Prior Experience"
eb5ad94c-de32-11ef-a609-0242ac120003,question3,"The candidate‘s „References“ have received the maximal score of 10., The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate has had 4 years of experience in the position."
"9067b9fa-de33-11ef-8b3e-0242ac120003",question1,Resource Operations Coordinator
"9067b9fa-de33-11ef-8b3e-0242ac120003",question2,"Education, Prior Experience, Soft Skills, References"
"9067b9fa-de33-11ef-8b3e-0242ac120003",question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate‘s „References“ have received the maximal score of 10."
ab747846-de33-11ef-8bc0-0242ac120003,question1,Resource Operations Coordinator
ab747846-de33-11ef-8bc0-0242ac120003,question2,"Soft Skills, References, Education, Prior Experience"
ab747846-de33-11ef-8bc0-0242ac120003,question3,"The candidate has had 4 years of experience in the position., The candidate‘s „References“ have received the maximal score of 10., The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“."
"6dd59262-de34-11ef-af32-0242ac120003",question1,Resource Operations Coordinator
"6dd59262-de34-11ef-af32-0242ac120003",question2,"Prior Experience, References, Education, Soft Skills"
"6dd59262-de34-11ef-af32-0242ac120003",question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate‘s „References“ have received the maximal score of 10."
c86b24bc-de34-11ef-9101-0242ac120003,question1,Resource Operations Coordinator
c86b24bc-de34-11ef-9101-0242ac120003,question2,"Education, References, Soft Skills, Prior Experience"
c86b24bc-de34-11ef-9101-0242ac120003,question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate‘s „References“ have received the maximal score of 10."
"3a9a9a40-de35-11ef-a609-0242ac120003",question1,Resource Operations Coordinator
"3a9a9a40-de35-11ef-a609-0242ac120003",question2,"Education, Soft Skills, References, Prior Experience"
"3a9a9a40-de35-11ef-a609-0242ac120003",question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate has had 4 years of experience in the position., The candidate has received 10 reference letters from previous companies., The candidate‘s „References“ have received the maximal score of 10."
"1482dab0-de36-11ef-8bc0-0242ac120003",question1,Resource Operations Coordinator
"1482dab0-de36-11ef-8bc0-0242ac120003",question2,"References, Prior Experience, Technical Skills, Education, Adaptability"
"1482dab0-de36-11ef-8bc0-0242ac120003",question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate has had 4 years of experience in the position., The candidate has received 10 reference letters from previous companies., The candidate‘s „References“ have received the maximal score of 10."
"44034252-de36-11ef-af32-0242ac120003",question1,Resource Operations Coordinator
"44034252-de36-11ef-af32-0242ac120003",question2,"Soft Skills, Education, Prior Experience, References"
"44034252-de36-11ef-af32-0242ac120003",question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate‘s „References“ have received the maximal score of 10."
"50aa8538-de36-11ef-b02c-0242ac120003",question1,Resource Alignment Coordinator
"50aa8538-de36-11ef-b02c-0242ac120003",question2,"Prior Experience, Education, References, Soft Skills, Technical Skills"
"50aa8538-de36-11ef-b02c-0242ac120003",question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate‘s „References“ have received the maximal score of 10."
"50aa8538-de36-11ef-b02c-0242ac120003",question1,Resource Operations Coordinator
"50aa8538-de36-11ef-b02c-0242ac120003",question2,"Prior Experience, References, Soft Skills, Education"
"50aa8538-de36-11ef-b02c-0242ac120003",question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate‘s „References“ have received the maximal score of 10."
d37b4f92-de36-11ef-82d1-0242ac120003,question1,Resource Operations Coordinator
d37b4f92-de36-11ef-82d1-0242ac120003,question2,"Prior Experience, Education, References, Soft Skills"
d37b4f92-de36-11ef-82d1-0242ac120003,question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate‘s „References“ have received the maximal score of 10."
"1dff018a-de37-11ef-aae8-0242ac120003",question1,Resource Operations Coordinator
"1dff018a-de37-11ef-aae8-0242ac120003",question2,"Prior Experience, Education, Soft Skills, References"
"1dff018a-de37-11ef-aae8-0242ac120003",question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate‘s „References“ have received the maximal score of 10."
f078fcd8-de37-11ef-9077-0242ac120003,question1,Resource Operations Coordinator
f078fcd8-de37-11ef-9077-0242ac120003,question2,"Prior Experience, Education, References, Soft Skills"
f078fcd8-de37-11ef-9077-0242ac120003,question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate‘s „References“ have received the maximal score of 10."
"7fbca8a4-de38-11ef-af32-0242ac120003",question1,Resource Operations Coordinator
"7fbca8a4-de38-11ef-af32-0242ac120003",question2,"References, Prior Experience, Soft Skills, Education"
"7fbca8a4-de38-11ef-af32-0242ac120003",question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate‘s „References“ have received the maximal score of 10."
"82469cb0-de38-11ef-af32-0242ac120003",question1,Resource Operations Coordinator
"82469cb0-de38-11ef-af32-0242ac120003",question2,"Prior Experience, Education, References, Soft Skills"
"82469cb0-de38-11ef-af32-0242ac120003",question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate‘s „References“ have received the maximal score of 10."
d61f037c-de38-11ef-af32-0242ac120003,question1,Resource Alignment Coordinator
d61f037c-de38-11ef-af32-0242ac120003,question2,"Education, Soft Skills, References, Prior Experience"
d61f037c-de38-11ef-af32-0242ac120003,question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate has had 4 years of experience in the position., The candidate has received 10 reference letters from previous companies., The candidate‘s „References“ have received the maximal score of 10."
d61f037c-de38-11ef-af32-0242ac120003,question1,Resource Operations Coordinator
